LEGAL_NAME,DOT_NUMBER,POWER_UNITS,FLEETSIZE,TOTAL_DRIVERS,PHY_CITY,PHY_STATE,PHY_STREET,PHY_ZIP,PHONE,EMAIL_ADDRESS
TEX SAND TRANSPORT LLC,3020065,67,O,53.0,GRANBURY,TX,3501 OLD GRANBURY RD,76049-7446,6825001684.0,jim.hartman@texsandtransport.com
TRIANGLE WELL SERVICING CO,808322,67,O,64.0,PAMPA,TX,8549 LOOP 171,79066-1159,8066658459.0,trianglewell@sbcglobal.net
SILT TRANSPORTATION INC,2002220,67,O,96.0,EL PASO,TX,9525 PLAZA CIRCLE,79927,9157268647.0,liz.rubio@siltcorp.com
OPTIMUS TRANSLOG SERVICES LLC,2575094,67,O,61.0,LAREDO,TX,4810 WAREHOUSE LANE,78041,9567287192.0,chduque@optimusts.com
ROMCO INC,445087,67,O,114.0,CARROLLTON,TX,1519 W BELT LINE ROAD,75006,2148194100.0,jfreeman@romco.com
O & B TANK CO INC,902710,67,O,42.0,DARROUZETT,TX,512 W HWY 15,79024,8066243431.0,andrewobtank@gmail.com
STRONG SERVICES LP,653852,67,O,70.0,CARTHAGE,TX,3784 US HWY 79 SOUTH,75633,9036933966.0,lpiper@strongservicelp.com
FARZON LLC,3448067,67,O,67.0,SUGAR LAND,TX,3910 WINDMILL ST,77479,8154095842.0,farzon7733@gmail.com
WEST TEXAS HAULING LLC,4315672,67,O,8.0,MIDLAND,TX,710 N BAIRD ST,79701,4324139168.0,JANIATROTTY1010@GMAIL.COM
MSF TRANSPORT LLC,1930892,67,O,76.0,HIDALGO,TX,1040 HIGH LOWE DR,78557,,safety@msftransport.com
TEJAS COMPLETION SERVICES LLC,3552205,67,O,98.0,MIDLAND,TX,4918 E COUNTY RD 135,79706,8324210097.0,TDOSTAL@TEJASCOMPLETIONSERVICES.COM
WHOLESALE ELECTRIC SUPPLY CO,2145682,67,O,59.0,HOUSTON,TX,4040 GULF FREEWAY,77004,7134521135.0,AWilliams@wes-hou.com
TYFCO LLC,4430735,67,O,58.0,HOUSTON,TX,5151 MITCHELLDALE ST STE B2,77092-7200,7136135600.0,TMITCHELL@EVERDE.COM
TRANSCARGO GROUP LLC,3887374,66,O,64.0,LAREDO,TX,8502 SAN LORENZO DR,78045,9567749205.0,operations@transcargogroupllc.coM
CSI ACQUISITION COMPANY LLC,1677598,66,O,102.0,AMARILLO,TX,2300 S PULLMAN RD,79118,3252363843.0,tporter@mlholdings.com
RANDALL FOOD AND DRUG LP,449254,66,O,89.0,ROANOKE,TX,743 HENRIETTA CREEK RD,76262,2083954660.0,bob.butler@albertsons.com
"TFORCE DIRECT, INC.",8424988,66,O,33.0,DALLAS,TX,14881 QUORUM DR,75254-7069,2145609553.0,elijah.naylor@tforce.com
COAST 2 COAST LOGISTICS INC,3115493,66,O,66.0,ODESSA,TX,3601 S COUNTY ROAD 1295,79765,4324441801.0,nelson@coast2coastlogisticsinc.com
MG FOODS OF TEXAS,2811914,66,O,75.0,LONGVIEW,TX,2002 EAST COTTON STREET,75602,9035539433.0,NICHOLAS.FREEMAN@COMPASS-USA.COM
SHEARER SUPPLY INC,2091587,66,O,70.0,FARMERS BRANCH,TX,1750 VALLEY VIEW LN,75234,4693244001.0,channingm@SHEARERSUPPLY.COM
YELLOWHOUSE MACHINERY CO,7358,66,O,66.0,AMARILLO,TX,11500 E INTERSTATE 40,79118,8063351681.0,CLINTONP@YELLOWHOUSE.COM
HOUSLEY GROUP INC,1403615,66,O,40.0,SAN ANGELO,TX,3550 S BRYANT BLVD,76903,3259449905.0,lortegon@housleygroup.com
DIAMOND H CONSTRUCTION COMPANY,1464596,66,O,48.0,LONGVIEW,TX,8706 US HWY 259 N,75605,9036639091.0,DIAMONDHOFFICE@YAHOO.COM
WTS GROUP LLC,2990765,66,O,65.0,MINERAL WELLS,TX,501 TAYLOR RD,76067,9404525696.0,DWRIGHT@WTSGROUPLLC.COM
PROFESSIONAL TURF PRODUCTS LP,919802,66,O,46.0,EULESS,TX,1010 N INDUSTRIAL BLVD,76039,8177851900.0,calabroc@proturf.com
TRI-COAST CARRIERS LLC,1510668,66,O,60.0,HOUSTON,TX,5931 SCHURMIER RD,77048,7134518884.0,CGARZA@TRICOASTCARRIERS.COM
ZACHRY CONSTRUCTION CORPORATION,1710397,65,O,52.0,SAN ANTONIO,TX,14410 WURZBACH PARKWAY SUITE 120,78216,2108713239.0,donnie.connell@zachrycorp.com
ZTEX CONSTRUCTION INC,1698598,65,O,41.0,EL PASO,TX,1326 HENRY BRENNAN DRIVE,79936,9155916900.0,CRONQUILLO@ZTEXCONSTRUCTION.COM
RWE CLEAN ENERGY SERVICES LLC,2634867,65,O,20.0,AUSTIN,TX,1401 EAST 6TH STREET APT 400,78702,3615430677.0,rusty.bledsoe@rwe.com
KVAN TRUCKING LLC,3486094,65,O,65.0,PLANO,TX,4124 FAIR MEADOWS DRIVE,75024,8328712510.0,info@kvantrucking.com
SITEPRO RENTALS INC,3645765,65,O,51.0,LEWISVILLE,TX,700 STATE HIGHWAY 121 BYPASS #800,75067,,fleet@SITEPRORENTALS.COM
COASTAL SALTWATER SERVICES LLC,2586658,65,O,65.0,SWEENY,TX,704 N MAIN ST,77480,9795491209.0,TRAY@COASTALSWS.COM
INTERNATIONAL CROSSING FREIGHT LLC,1437188,65,O,65.0,BROWNSVILLE,TX,7750 PADRE ISLAND HWY,78521,9563508720.0,candarza@cifmex.com
ROBERTSON POOLS INC,1302051,65,O,60.0,COPPELL,TX,569A S COPPELL RD,75019,9723932152.0,mwitherow@robertsonpools.com
AWB TRANSPORT INC,2398261,65,O,85.0,KATY,TX,20927 BALMORAL GLEN LN,77449-1755,9162481008.0,loads@awbtransport.com
PDP TRUCKING INC,1570915,65,O,55.0,MIDLOTHIAN,TX,975 S HIGHWAY 67,76065-5491,,dispatch@pdptruckinginc.com & admin@pdptruckinginc
FREIGHT PRO TRANSPORT LLC,2584862,65,O,70.0,EL PASO,TX,13508 PELLICANO DR,79928,9158205927.0,donnah@freightprotransport.com
PE BEN USA INC,1503651,64,O,50.0,HOUSTON,TX,13738 FM 529,77041,8323841987.0,eric@pebenusa.com
QUANTUM CARRIER INC,2257850,64,O,67.0,LAREDO,TX,24010 MINES RD,78041,,safety@quantumcarrier.com
SOUTHERN ROOTS LOGISTICS LLC,4149222,64,O,3.0,QUEEN CITY,TX,19638 US HIGHWAY 59 N,75572,9032762244.0,chad@southernrootslogistics.com
PRESTO OILFIELD SERVICES LLC,3094856,64,O,25.0,MIDLAND,TX,3000 N GARFIELD ST STE #140,79705,4322037150.0,Carina@PRESTOOILFIELDSERVICES.COM
JOHNSON BROS CORPORATION A SOUTHLAND COMPANY,116783,64,O,18.0,GRAPEVINE,TX,1100 KUBOTA DRIVE,76051,8172934263.0,qburgess@southlandholdings.com
TRUWAY XPRESS LLC,4363436,64,O,64.0,ODESSA,TX,3130 EBEN,79766,2142225566.0,INFO@TRYWAYEXPRESS.COM
SEAHORSE TRANSPORTATION INC,58950,64,O,71.0,BROWNSVILLE,TX,3051 N INDIANA AVE,78526,9568310600.0,roberta@seahorsetransport.net
J7 TRUCKING LLC,2150093,64,O,55.0,ALVARADO,TX,5515 E HIGHWAY 67,76009,8177617077.0,JORGE.TOBIAS@J7TRUCKING.COM
BRIGHT TEXAS LLC,3539974,64,O,43.0,AUSTIN,TX,4101 SMITH SCHOOL RD BLDG 3 STE 200,78744,5128211994.0,casey@bright.com
FABBEN SPECIALIZED TRANSPORTATION LLC,3604402,64,O,104.0,LAREDO,TX,13514 EVOLUTION LP,78045,9563242212.0,RICARDO.FABELA@FABBENST.COM
UNIVERSAL DELIVERY SOLUTIONS INC,3434750,64,O,1.0,FAIRFIELD,TX,368 COUNTY ROAD 521 FAIRFIELD,75840,8324701234.0,MELONIEUDS@GMAIL.COM
BMS CAT LLC,439457,64,O,35.0,HALTOM CITY,TX,5718 AIRPORT FREEWAY,76117,8178208739.0,TSNOW@BMSCAT.COM
DALTON TRUCKING INC,1599998,64,O,75.0,INEZ,TX,934 MIDWAY ROAD SOUTH,77968,3616557096.0,obgator66@gmail.com
XTRADE INC,3433640,64,O,120.0,LAREDO,TX,10902 INTERNATIONAL BLVD UNIT 107,78045,9569623616.0,safety@xtradeinc.com
NILE EXPRESS LLC,1479667,64,O,74.0,DALLAS,TX,10601 BEKAY ST,75238,9725301817.0,loads@nilexpressllc.us
HARPERS HOT SHOT TRUCKING LLC,1958628,64,O,56.0,WICHITA FALLS,TX,1486 COX LN,76305,9402638028.0,freight@harpertrucking.com
OVERHEAD DOOR CORPORATION,253153,63,O,47.0,LEWISVILLE,TX,2501 S STATE HWY 121 BUSINESS SUITE 200,75067,4695497211.0,Tony_Ponce@overheaddoor.com
ENSTRUCTURE RICHARDSON I LLC,4035958,63,O,58.0,GALENA PARK,TX,2333 CLINTON DR,77547,7815913635.0,Reginald.ross@Enstructure.com
AMIGOS MEAT DISTRIBUTORS LP,776063,63,O,47.0,HOUSTON,TX,611 CROSSTIMBERS,77022,7133771189.0,a.dejesus@amigosmeat.com
SPM OIL AND GAS INC,3935934,63,O,130.0,FORT WORTH,TX,601 HERBERT DRIVE,76108-2508,8172666178.0,Amanda.Doughty@spmoilandgas.com
TOTAL SAFETY US INC,1261898,63,O,36.0,PASADENA,TX,4210 MALONE DRIVE,77507,2818672386.0,CVelasco@totalsafety.com
ENERTECH RESOURCES LLC,2203523,63,O,63.0,NEW BRAUNFELS,TX,1820 WATSON LANE EAST,78130,8303874502.0,JUSTIN.RICHARDS@ONTIVITY.COM
ON-SITE CONCRETE SOLUTIONS LLC,3744019,63,O,35.0,KEMAH,TX,2106 LAWRENCE RD,77565,,hr@onsiteconcretesolutions.com
CARSON SERVICES LLC,3132046,63,O,65.0,CUERO,TX,2706 N US HWY 183,77954,3612100192.0,jkuecker@carsonservicesllc.com
FLATLAND TRUCKING INC,637051,63,O,27.0,HOUSTON,TX,15423 VANTAGE PKWY EAST,77032,2818441921.0,jbrooks@stellaenv.com
J & H TRUCKING LLC,2437534,63,O,16.0,HAMILTON,TX,484 FM 2905,76531,,sarah@oandbfarms.com
SQUARE COW MOOVERS LLC,1748594,62,O,84.0,CEDAR PARK,TX,2500 BRUSHY CREEK LOOP,78613,5124016683.0,wayne@SQUARECOWMOOVERS.COM
CRUX HAVEN OPCO LLC,4497890,62,O,10.0,DALLAS,TX,5430 LBJ FREEWAY SUITE 325,75240,7134663300.0,EWAGNER@VERIDIANSERVICEPARTNERS.COM
OCH LLC,4495709,62,O,1.0,WALLER,TX,17624 DERBY DR,77484,3464525222.0,alexis@onecallhaul.net
BUNDY & SONS TRUCKING LLC,606420,62,O,34.0,CHANDLER,TX,137 CEDAR LN,75758,9033726386.0,vaughnp77@aol.com
PANAMERICAN FREIGHTS LLC,2877273,62,O,60.0,EL PASO,TX,869 SILENT VIEW PL,79928,9159292910.0,ADMIN@PANFREIGHTS.COM
FLEETMASTERS LLC,2555375,62,O,115.0,GARLAND,TX,1919 S SHILOH RD SUITE 220,75042,4693997090.0,dispatch@fleetmastersllc.net
CUATE TRUCKING LLC,1812986,62,O,53.0,MILES,TX,100 N ROBINSON ST,76861,3254680263.0,cuatetrucking@yahoo.com
TEXA LLC,3065967,62,O,53.0,KERMIT,TX,556 E HWY 302,79745,4322999866.0,alexo@tex-a.com
LIME MEDIA GROUP INC,1939534,62,O,64.0,ROCKWALL,TX,2700 OBSERVATION TRAIL,75032,9724751200.0,KLINT@lime-media.com
TEXAS STRESS INC,2327059,62,O,64.0,LA PORTE,TX,1304 UNDERWOOD,77571,2819300897.0,jessica@texasstress.com
BAYTEX TRANSPORT LLC,2519125,61,O,61.0,CHANNELVIEW,TX,16115 AVENUE C,77530,,ap@baytexgroup.com
DCP OPERATING COMPANY LP,559611,61,O,53.0,HOUSTON,TX,2331 CITYWEST BLVD,77042,8327651074.0,DOREY.C.MEYERS@P66.COM
KC GLOBAL LOGISTICS LLC,1558565,61,O,61.0,HOUSTON,TX,7931 JOHN RALSTON RD,77044,2814596900.0,ADMIN@KCGLOBAL-LOGISTICS.COM
SAL-TRANS EXPRESS INC,3191276,61,O,65.0,LAREDO,TX,5615 E SAUNDERS,78041,9565167173.0,EDUARDO@SAL-TRANSLOGISTICS.COM
LYKES CARTAGE COMPANY LLC,751462,61,O,55.0,ROUND ROCK,TX,590 GREENHILL DRIVE,78665,5129339060.0,swhitworth@lykescartage.com
QUELL PETROLEUM SERVICES INC,561268,61,O,67.0,MONAHANS,TX,700 N LOOP 464,79756,4329438400.0,SFLOY@MONAHANSNIPPLEUP.COM
PRADO & ASSOCIATES LLC,4305146,61,O,1.0,EL PASO,TX,8210 CARPENTER DR APT 33,79907,9152763938.0,CLARAPRADO0865@GMAIL.COM
LISANTI FOODSERVICE OF TEXAS INC,1494513,61,O,53.0,FLOWER MOUND,TX,2010 LAKESIDE PKWY SUITE 100,75028,9729298810.0,ewilliams@lisantifoodserviceoftexas.com
NAEGELI TRANSPORTATION INC,310270,61,O,61.0,HOUSTON,TX,7201 EASTHAVEN BLVD,77017,7139464000.0,ellenn@ntiemail.net
FKS INTERNATIONAL LLC,4382572,61,O,4.0,KATY,TX,473 AMBERWOOD PARK DR,77493,2815064777.0,ADMIN@FKSINTERNATIONAL.COM
EXPRESS TRANSPORTATION LOGISTICS LLC,3648575,61,O,65.0,ODESSA,TX,5456 W AVOCADO ST,79766,4326319797.0,
WINDSTAR TRUCKING LLC,2126272,61,O,75.0,EL PASO,TX,303 N OREGON SUITE 1020,79901,9155334750.0,silvia.romero@WINDSTARLPG.COM
K4 PORTAGE EXPRESS LLC,4304065,61,O,4.0,DALLAS,TX,8613 OLD HICKORY TRL APT 3201,75237,2142696480.0,KEYHICKS24@GMAIL.COM
ANG NATION WIDE TRANSPORT,4251409,61,O,4.0,MCALLEN,TX,2617 GUMWOOD AVE,78501,9568553359.0,USHIP082090@GMAIL.COM
DEANDA TRANSPORT LLC,2956928,61,O,35.0,AMARILLO,TX,3100 E HASTINGS AVE,79108,8062203708.0,DEANDATRANSPORT@HOTMAIL.COM
JJ TAMEZ LLC,3104238,61,O,40.0,CORPUS CHRISTI,TX,1901 N CLARKWOOD RD SUITE 10,78409,3618865400.0,INFO@JJTAMEZ.COM
SMART OILFIELD SERVICES LLC,923251,61,O,40.0,LIBERTY,TX,2251 MIZELL RD,77575,,smartosinc@msn.com
DXP ENTERPRISES INC,1246673,60,O,30.0,HOUSTON,TX,5301 HOLLISTER ST,77040,7139964773.0,lynette.martin@dxpe.com
MIDWEST MARKETING INC,367772,60,O,50.0,ABILENE,TX,4841 HILL STREET,79602,3256763355.0,bml@bmloil.com
WWL EXPRESS INC,2863772,60,O,76.0,LAREDO,TX,407 INTERAMERICA BLVD,78045,9565682059.0,"REGONZALEZ@GONDILOGISTICS.COM, SAFETY@WWLEXPRESS.COM"
MBC ENERGY SERVICES INC,2042783,60,O,73.0,MIDLAND,TX,3807 SFM 715,79706,4326867640.0,S.SANCHEZ@LONGSTARTRUCKING.COM
PNW INTERMODAL LLC,2557329,60,O,60.0,SAN ANTONIO,TX,2714 N LOOP 1604 E STE #202,78232,7264371135.0,ZJACOB@PHOENIX-MGT.COM
QUALITY HOT MIX TRUCKING INC,1780344,60,O,32.0,EL CAMPO,TX,1805 N BLUE CREEK RD,77437,9795434400.0,VICKIE@QUALITYHOTMIX.COM
ENVENT CORPORATION,1446156,60,O,146.0,LA PORTE,TX,1310 UNDERWOOD RD,77571,2817512900.0,Tom.KERSCHER@ENVENT.NET
ANR PIPELINE COMPANY,223894,60,O,42.0,HOUSTON,TX,700 LOUISIANA STREET STE 700,77002,3372802976.0,ashley_boutte@TCENERGY.COM
IRON WHEEL ENERGY SERVICES LLC,3476160,60,O,59.0,MIDLAND,TX,5113 SOUTH CR 1232,79706,4125080690.0,BEN@IRONWHEEL-ES.COM
VISTA RIDGE CONCRETE PUMPING LLC,4317631,60,O,47.0,LEWISVILLE,TX,597 E PURNELL RD,75057-4108,9723160148.0,BRYANG@VRCPINC.COM
HUBBARD EXPRESS AIR FREIGHT & DELIVERY LLC,2103564,60,O,62.0,CHANDLER,TX,153 VZ CR 4804,75758,9038527303.0,blake@HUBBARDEXP.COM
HERITAGE DEDICATED SERVICES INC,809214,60,O,45.0,WACO,TX,3220 GHOLSON RD,76705,2544122003.0,LROOKS@HDS1.COM
M TRANSPORT OF NC INC,3532386,60,O,60.0,HOUSTON,TX,2036 WIRT RD,77055,7042287777.0,mtransportofnc@gmail.com
RED DIAMOND ENERGY SERVICES INC,2108938,60,O,55.0,ABILENE,TX,4725 LOOP 322,79602,3256900053.0,KHIGHT@BYRDOILFIELD.COM
ROCKET SECURE CARGO LLC,3522523,60,O,60.0,LAREDO,TX,3018 SUNDANCE LOOP,78045,9566456074.0,ROCKETSECURECARGO@GMAIL.COM
CORE TRUCKING COMPANY OF TEXAS LLC,714426,60,O,60.0,LA PORTE,TX,1200 MCCABE RD,77571,2814707575.0,ryan.bellew@coreoftx.com
ALM TRANSPORTATION & TRUCKING INC,3500318,60,O,60.0,ALLEN,TX,1313 LOMBARDY WAY,75002,7735434254.0,asqarhasanov1414@gmail.com
WHEEL KING USA LLC,3031871,60,O,60.0,LAREDO,TX,13905 MERCURY DR,78045,9056361711.0,info@wheelkingusallc.com
TUM LOGISTICS CARRIER DIVISION INC,1419307,60,O,103.0,LAREDO,TX,7100 SANTA MARIA AVE,78041,9562423998.0,southbound@tumlogistics.com
DUN TRANSPORTATION AND STRINGING INC,82788,60,O,30.0,SHERMAN,TX,304 REYNOLDS LN,75092,9038919660.0,TYLER@DUNTRANS.COM
COMMON DISPOSAL LLC,1838979,60,O,59.0,CHIRENO,TX,21570 EAST STATE HWY 21,75937,,richardericmalone@gmail.com
LONE STAR INSTRUMENTATION & ELECTRIC CORPORATION,2385006,60,O,50.0,ODESSA,TX,2222 WEST 42ND STREET,79764,4323687827.0,fleetservices@lonestarcorporation.com
ONPOINT DELIVERY LLC,3249455,60,O,60.0,FRISCO,TX,5061 KIOWA DR,75034,9723334767.0,ONPOINTDELIVERY2019@GMAIL.COM
TCI CASING SPECIALTIES LLC,2561219,60,O,101.0,MIDLAND,TX,11216 W COUNTY ROAD 72,79707-4401,4327411890.0,t.thames@casingspecialties.com
T & TJ TRUCKING LLC,4433729,60,O,4.0,BELTON,TX,38 WILLOW RUN DR,76513,7314330750.0,TANDTJTRUCKING@GMAIL.COM
LIBERTY LINKS INC,2961999,60,O,72.0,MIDLOTHIAN,TX,808 CROCKETT ST,76065,5592740577.0,SALES@LIBERTYLINKSINC.COM
FRONTIER SUPPORT CARRIER LLC,3212328,60,O,53.0,HILLSBORO,TX,145 HCR 3100,76645,2143020818.0,rcook@frontiersl.com
VAMA TRANSPORT INC,2465621,60,O,60.0,LAREDO,TX,220 ORIOLE LN,78045,9567869424.0,vamatransportinc@gmail.com
WTB LLC,795383,59,O,16.0,ODESSA,TX,1300 OIDC DR,79766,4323661026.0,nevaeh.coursey@westtexasboring.com
APACHE INDUSTRIAL SERVICES INC,2009977,59,O,149.0,HOUSTON,TX,250 ASSAY ST SUITE 500,77044,7134509307.0,AMENDOZA22@apacheip.com
EAGLE RIVER ENERGY SERVICES LLC,2883614,59,O,59.0,FRISCO,TX,5532 TRAVIS DRIVE,75034,8663883737.0,LEAH@EREFREIGHT.COM
KMM TELECOMMUNICATIONS,3025346,59,O,80.0,LEWISVILLE,TX,1900 LAKEWAY DR STE 100,75057,3157964400.0,d.wyman@kmmcorp.net
BEST EXPRESS TRANSPORTATION LLC,2152122,59,O,80.0,EL PASO,TX,1741 CHERRINGTON ST,79928,9158527500.0,dispatch@bESTEXPRESSTRANS.COM
SANTA BARBARA FREIGHT CORP,2194435,59,O,47.0,CARROLLTON,TX,1215 W CROSBY RD STE 160,75006,8058743050.0,dave@sbftransport.com
EXPAND COMPLETION SERVICES LLC,4288318,59,O,16.0,SPRING,TX,10000 ENERGY DR,77389,8327967935.0,erika.kronenberger@expandenergy.com
RAGAR TRANSPORTATION LTD,1304344,59,O,68.0,LAREDO,TX,827 NAFTA BLVD UNIT B,78045,9567274602.0,SAFETY@ragar.com
OPRONA INC,1128233,59,O,116.0,HOUSTON,TX,14120 INTERDRIVE EAST,77032,2814428282.0,DG-hou-fleet@rosen-group.com
BEAR ENERGY SERVICES LLC,3311868,59,O,40.0,BARSTOW,TX,582 COUNTY RD 145,79719,4324488858.0,d.phillips@bearenergyservicesllc.com
EXPRO MIDSTREAM SERVICES LLC,3073380,58,O,34.0,HOUSTON,TX,1311 BROADFIELD BLVD STE 400,77084,7134639776.0,tamara.smith@expro.com
TEJAS HOT SHOT SERVICE & TRANSPORTATION LLC,2385357,58,O,58.0,ODESSA,TX,2396 E PEARL ST,79761,4326645575.0,REBECCA@TEJASHOTSHOT.COM
EURO UNITED LLC,2483906,58,O,53.0,FORT WORTH,TX,3301 EAST LOOP 820 SOUTH,76119,8174840268.0,CAROLINE@EUROUNITED.NET
GRAVITY POWER & RENTAL LLC,1297462,58,O,57.0,SNYDER,TX,1912 KINGS HWY,79549,3255731310.0,jamie.jenkins@gvty.com
FALCA TRUCKING LLC,2934002,58,O,70.0,HIDALGO,TX,1001 N 2ND ST,78557,9565407740.0,fco_aldape@hotmail.com
RTI SERVICES LLC,2886831,58,O,23.0,ANDREWS,TX,1006 WEST BROADWAY,79714,4324252795.0,RTISERVICES@YAHOO.COM
PRO-VISION TRUCKING LLC,2280268,58,O,61.0,GRAPEVINE,TX,1701 WEST NORTHWEST HWY ST 181,76051,9724158697.0,PROVISIONTRUCKINGLLC@YAHOO.COm
AG-POWER INC,1202775,58,O,28.0,MCKINNEY,TX,6940 MEDITERRANEAN DR,75072,9724399300.0,bdaniel@ag-power.com
CURTIS & SON HEAVY HAUL LLC,3665804,58,O,90.0,LIBERTY,TX,4408 N MAIN ST,77575-3586,9363341188.0,cshh@curtisandsonco.com
SOAR LOGISTICS LLC,3642608,58,O,29.0,AUSTIN,TX,5900 BALCONES DR STE 28851,78731,3136132959.0,soarlogistics313@icloud.com
DYNA-MIST IRRIGATION CO,1806939,58,O,58.0,WYLIE,TX,2808 CAPITAL ST,75098,9725090156.0,KELLY@DYNA-MIST.COM
DELIVERY SERVICE ENTERPRISES INC,710428,58,O,58.0,VENUS,TX,2928 CHAMBERS ST #100,76084,8008404311.0,DAVIDLATVATALO@DSECORP.net
GONZALEZ TRUCK LINES LLC,3364718,58,O,60.0,BROWNSVILLE,TX,3751 E 14TH ST STE 103,78521,9566215604.0,JESSICA@JGEXPRESS.COM.MX
915 HAULER INC,1643659,58,O,38.0,EL PASO,TX,3701 N ZARAGOZA,79938,9152417286.0,915HAULER@GMAIL.COM
BLACKRIDGE OPERATING LLC,3077708,57,O,42.0,ROCKWALL,TX,311 NATIONAL DR,75032,2143939088.0,SAFETY@BLACKRIDGETX.ORG
COLLIER MATERIALS INC,1935788,57,O,48.0,MARBLE FALLS,TX,201 CO RD 121,78654,8306932228.0,KBS@COLLIERMATERIALS.COM
CATALYST HANDLING RESOURCES LLC,1602976,57,O,16.0,HOUSTON,TX,4803 CRIPPLE CREEK DR,77017-5935,2815380529.0,emorton@catalysthandling.com
W-W TRANSPORT SERVICES LLC,4179380,57,O,47.0,HOUSTON,TX,15402 VANTAGE PKWY E STE 322,77032,2818695660.0,BILL@OLLAWOOD.COM
1924 TRUCKING LLC,4182621,57,O,26.0,FLORENCE,TX,1117 SPRING CREEK RD,76527,2542311338.0,M_PARRISH1@LIVE.COM
RSM EXPRESS LLC,3306991,57,O,60.0,DALLAS,TX,9304 FOREST LN,75243-6238,4693677997.0,hadish@rsmxpressllc.com
DALLAS TRUCKING LLC,2638632,57,O,55.0,GRAPEVINE,TX,747 PORT AMERICA PLACE SUITE 400,76051,2142446846.0,admindt@dallas-trucking.com
TOPWATER ENERGY SOLUTIONS LLC,3640688,57,O,18.0,BAYTOWN,TX,707 MEMORIAL DR,77520,2818375924.0,dsmith@precisesafety.com
ROYAL OILFIELD SERVICES LLC,2173559,57,O,49.0,ODESSA,TX,2670 CHARWAY,79766,9158770319.0,ROYSANCHEZ@RSREGAL.COM
E & A WELDING & OILFIELD SERVICE INC,1251855,57,O,40.0,ODESSA,TX,6999 EAST HWY 80,79762,4323370777.0,EBAIZASR@EAwos.COM
PG SPECIALIZED CARRIERS LLC,2519832,57,O,60.0,LAREDO,TX,402 LOGISTIC SUITE A 1,78045,,safetypgspecialized@palosgarza.com
DELIVERY SERVICE ENTERPRISES INC,7962506,57,O,56.0,VENUS,TX,2928 CHAMBERS ST,76084-4039,8008404311.0,davidlatvatalo@dsecorp.net
ROYALTY E-LINE SERVICES LLC,2897148,57,O,78.0,CARRIZO SPRINGS,TX,9224 HWY 277,78834,8306943142.0,KALMENDAREZ@ROYALTYELINE.COM
SETI BUSINESS GROUP LLC,3454493,57,O,60.0,DALLAS,TX,6061 VILLAGE BEND DR #1003,75206,3476880002.0,SETILLC2020@GMAIL.COM
ARSH BROTHERS INC,3370643,57,O,54.0,DALLAS,TX,4700 IRVING BLVD SUITE 200A,75247,2145199991.0,SAFETY@ARSHBROTHERSINC.COM
COX LOGISTICS LLC,1954872,57,O,48.0,LONE STAR,TX,2294 FARM MARKET ROAD 250,75668,9036560677.0,james.zdonczyk@coxlogisticsllc.com
RAAF LOGISTICS LLC,3131930,57,O,100.0,LAREDO,TX,8412 AMPARAN RD,78045,9567744001.0,rodolfo@raaflogistics.com
BEE-LINE TRANSPORTATION INC,598623,57,O,57.0,HOUSTON,TX,8805 FAIRBANKS N HOUSTON RD,77064,2818975697.0,PATRICKM@BEELINEIT.COM
TIERRA LEASE SERVICE LLC,1471812,57,O,46.0,KENEDY,TX,311 S SUNSET STRIP,78119,8305833717.0,ghorne@tierraleaseservice.com
OSCAR RENDA CONTRACTING INC,1421955,56,O,13.0,GRAPEVINE,TX,1100 KUBOTA DRIVE,76051,8172934263.0,qburgess@southlandholdings.com
MAX E GREENSLADE,1890065,56,O,28.0,CLEBURNE,TX,1229 CR 700,76031,8174873527.0,BANDBG@YAHOO.COM
E P EXPEDITED TRANSPORT LLC,2379200,56,O,45.0,LAREDO,TX,16464 US HWY 83 N,78045,9563372126.0,OPERATIONS@epEXPEDITED.COM
TEGA TRANSPORT LLC,3223654,56,O,47.0,STAFFORD,TX,13833 STAFFORD POINT DR,77477,2819698019.0,JHONNATANROLDAN@ADRMGMT.COM
A&R TRANSPORTATION LLC,3213879,56,O,62.0,EL PASO,TX,2332 TIERRA FABIAN PL,79938,,arredondotrucking27@gmail.com
VERIZON SERVICES CORP,274919,56,O,130.0,IRVING,TX,700 HIDDEN RIDGE MC HQW0BH50,75038,9724575716.0,sonya.schroeder@verizon.com
BRAVE SERVICES INC,3112456,56,O,76.0,ANDREWS,TX,1465 US HIGHWAY 385,79714-6725,4323554001.0,FCOUCH@BRAVESERVICESINC.COM
IGA INTERNATIONAL FREIGHT LINE INC,2944050,56,O,80.0,LAREDO,TX,269 SULFUR MINE RD,78045,9567257303.0,IGAINTERNATIONAL17@GMAIL.COM
NATION'S BEST HOLDINGS LLC,3686127,56,O,52.0,DALLAS,TX,5151 BELTLINE RD SUITE 250,75254,9038803581.0,DGROOM@NATIONSBEST.NET
MULLEN-TELLES INC,527011,56,O,56.0,EL PASO,TX,12290 ROJAS DRIVE,79936,9158595767.0,JESUS@MTIREADYMIX.COM
CONTINENTAL TANK LINES LLC,2536922,56,O,56.0,BROWNSVILLE,TX,4855 MAR ST,78521,9564083145.0,SAFETY@CTLINES.NET
WACO TOWING LLC,2827052,56,O,21.0,WACO,TX,5524 SOUTH UNIVERSITY PARKS,76706,2547538404.0,WACOTOW@YAHOO.COM
